age,income,debt_to_income,credit_history_months,num_open_accounts,num_delinquencies,utilization,default
26,39492,0.2451,80,5,3,0.4357,1
33,92159,0.1593,53,2,0,0.5058,1
44,45556,0.3247,74,6,0,0.4236,1
37,83864,0.5617,92,3,0,0.0585,0
35,109535,0.4458,97,7,0,0.2414,0
23,86311,0.5734,117,3,2,0.35,1
27,104455,0.4186,63,7,0,0.1485,0
27,87630,0.4246,72,2,1,0.0352,0
29,130056,0.2259,46,3,2,0.7493,0
43,112220,0.5392,162,3,1,0.336,0
51,65363,0.1559,103,3,0,0.0454,1
33,56229,0.5461,51,2,0,0.6237,0
23,32006,0.3302,73,6,0,0.323,0
30,108686,0.5843,58,4,2,0.1198,0
36,73389,0.3054,51,3,0,0.3244,0
25,73441,0.3272,26,6,0,0.1129,0
38,259818,0.716,80,7,1,0.0681,0
42,128273,0.5055,54,3,0,0.456,0
41,76432,0.1786,105,6,1,0.488,1
45,65066,0.4956,53,1,0,0.3646,0
32,69495,0.1713,26,1,0,0.3082,1
45,36809,0.5503,110,4,0,0.4099,1
46,71331,0.2623,132,1,0,0.204,0
52,96894,0.2207,93,1,0,0.1454,0
21,116069,0.3873,97,4,0,0.5359,1
24,65684,0.4158,109,4,0,0.7047,1
29,44572,0.5464,69,7,0,0.3028,0
37,35466,0.398,76,0,1,0.3054,1
29,115348,0.0424,115,8,0,0.3809,0
54,32046,0.2135,118,4,1,0.4587,1
31,132674,0.391,40,6,1,0.3131,0
36,98894,0.3866,103,3,1,0.729,0
41,106948,0.4794,89,3,0,0.4629,0
46,63683,0.4187,186,2,0,0.2932,0
52,74173,0.1581,102,3,0,0.6248,0
43,57438,0.2974,91,9,0,0.1346,0
45,52446,0.1258,85,3,1,0.2603,0
44,60073,0.3862,66,4,0,0.3313,0
58,164853,0.2265,96,5,0,0.436,0
26,47180,0.4613,73,2,1,0.4969,0
32,158226,0.4389,171,4,0,0.538,0
21,54553,0.1046,40,6,0,0.3223,0
30,52549,0.4467,72,6,0,0.1759,0
34,121216,0.2806,35,2,1,0.1721,1
43,64457,0.2686,111,2,2,0.1539,1
21,107460,0.364,91,4,0,0.2582,0
38,46059,0.0922,87,5,0,0.4278,0
38,124370,0.2117,76,2,2,0.2448,0
21,69036,0.2163,80,5,0,0.3777,0
36,131669,0.1122,97,14,0,0.4506,0
54,119395,0.2001,127,6,0,0.2552,0
47,74522,0.5127,15,0,0,0.2298,0
27,190778,0.5559,144,6,1,0.6046,0
21,129537,0.9037,24,4,1,0.1736,0
34,81120,0.2215,110,2,1,0.1781,0
41,137356,0.2532,101,2,0,0.2063,1
48,53767,0.3038,139,4,0,0.513,0
35,60739,0.1091,11,2,1,0.4061,0
47,80583,0.5911,94,3,2,0.1143,1
34,66865,0.2734,66,4,1,0.6952,1
34,77293,0.2512,42,3,0,0.2274,0
21,30000,0.1984,53,5,1,0.1454,0
29,117257,0.3513,153,5,0,0.4831,0
21,106226,0.1659,104,3,0,0.0394,0
31,40485,0.0554,38,4,0,0.8574,0
51,84569,0.2441,10,3,2,0.5629,0
34,47898,0.2739,47,7,1,0.4247,1
37,70435,0.4769,44,6,0,0.0675,0
40,241313,0.4363,100,3,1,0.3977,0
40,85968,0.3643,91,4,0,0.2079,0
24,124678,0.3553,86,3,1,0.2228,0
32,53446,0.2616,98,5,0,0.1542,0
22,134858,0.5118,60,3,0,0.3531,0
45,91408,0.4806,106,6,1,0.2186,0
48,30198,0.4516,59,2,1,0.1476,1
38,67692,0.5192,58,4,1,0.2539,1
44,48898,0.1309,62,1,0,0.3841,1
41,172383,0.2036,55,2,0,0.2114,0
43,124406,0.2532,48,8,1,0.2616,0
50,92500,0.4513,120,6,0,0.0521,0
21,83035,0.636,103,10,2,0.5511,1
33,30000,0.2053,107,5,0,0.6352,1
52,34923,0.3279,71,2,0,0.5325,1
59,146584,0.897,124,6,0,0.5922,0
24,90307,0.5748,116,2,0,0.223,1
36,113517,0.2493,86,6,1,0.211,0
40,88576,0.2476,135,3,0,0.104,0
27,94832,0.2758,0,6,0,0.1818,0
56,80418,0.899,73,1,0,0.2496,0
44,47742,0.4992,89,4,1,0.2359,0
49,123839,0.8025,120,1,2,0.4424,0
37,134144,0.4143,91,2,0,0.3733,0
50,58252,0.7959,106,2,1,0.1808,1
47,83217,0.5027,57,4,0,0.2351,1
33,71650,0.2513,122,6,2,0.6289,1
47,105643,0.2301,71,8,1,0.3173,0
40,59427,0.4958,112,1,0,0.5641,0
49,35050,0.3325,150,6,0,0.6653,0
21,87271,0.1766,97,6,0,0.6897,0
31,209988,0.6685,56,6,0,0.4348,0
21,43647,0.7104,68,8,0,0.3212,1
47,41194,0.4688,108,4,0,0.3483,0
25,72826,0.3881,74,4,0,0.0584,0
50,47899,0.4019,159,4,1,0.1362,0
56,107090,0.3609,94,5,1,0.238,0
30,37519,0.426,73,4,2,0.1848,1
48,151899,0.2435,71,5,0,0.0461,0
30,66563,0.1106,11,3,1,0.1975,0
51,122820,0.1622,139,4,0,0.2632,0
40,40394,0.4235,47,7,0,0.3775,1
25,140291,0.5967,106,1,0,0.3651,0
37,66291,0.2634,53,5,0,0.412,1
49,163417,0.2223,133,4,0,0.266,0
35,69556,0.2443,50,4,0,0.1737,0
34,68226,0.1565,78,2,0,0.2016,0
29,160927,0.4026,81,8,0,0.0991,0
40,39006,0.0787,15,4,0,0.8428,1
50,30000,0.2082,57,1,1,0.3533,1
63,67436,0.2131,95,2,0,0.5586,0
39,41742,0.4815,84,3,1,0.1707,0
22,89634,0.2275,62,6,0,0.5161,0
21,94722,0.5288,126,5,1,0.2541,0
61,84573,0.0722,125,4,0,0.0612,0
38,61961,0.5141,89,4,0,0.1287,0
21,112243,0.3788,41,4,0,0.2475,0
24,53450,0.6841,85,3,0,0.4164,0
22,36741,0.9148,187,5,0,0.5675,1
33,30000,0.5101,115,3,0,0.678,0
41,73262,0.2983,146,3,0,0.3549,0
35,55178,0.2129,17,1,0,0.2615,1
43,34640,0.3397,35,3,0,0.3411,1
38,62000,0.2634,85,6,1,0.2,1
39,95133,0.0726,59,4,2,0.6458,0
32,48662,0.1934,72,9,0,0.0656,0
51,42919,0.1986,49,3,0,0.3703,1
37,78529,0.2497,93,6,0,0.154,0
50,122759,0.171,57,4,1,0.5713,0
36,52304,0.3593,0,6,1,0.1261,0
21,75785,0.4753,94,5,0,0.1972,0
40,68583,0.4356,79,1,0,0.0883,0
46,53668,0.5581,72,4,0,0.1914,0
37,51612,0.3222,80,4,1,0.2548,1
52,140903,0.1134,162,5,1,0.3891,0
30,77277,0.7271,139,2,1,0.3424,0
41,52120,0.3417,102,3,0,0.0993,0
34,63925,0.2184,67,4,1,0.2425,0
54,82843,0.4006,116,3,0,0.1104,0
21,63981,0.1461,0,1,1,0.4287,0
60,48171,0.0685,0,5,0,0.2479,1
31,31662,0.1689,58,7,0,0.3471,1
31,80986,0.0763,102,5,1,0.4105,0
63,70700,0.1487,44,0,0,0.2428,0
43,80779,0.5619,101,2,0,0.4175,0
38,159109,0.3706,42,7,0,0.3923,0
37,120444,0.4058,146,4,0,0.0201,0
44,57428,0.3027,54,4,0,0.1,0
36,109611,0.4441,53,2,1,0.268,0
31,37346,0.5048,49,6,0,0.5726,1
30,39422,0.094,96,3,0,0.1225,1
21,83508,0.6268,54,3,2,0.2827,0
31,64826,0.4577,54,6,2,0.5556,1
29,98666,0.2791,55,2,1,0.233,1
27,114649,0.2106,118,5,1,0.4164,1
62,48825,0.318,64,4,1,0.3163,0
32,37070,0.4325,150,3,0,0.2408,1
33,30000,0.3141,113,2,0,0.2393,0
34,35752,0.2414,55,4,0,0.376,0
35,72651,0.5605,43,6,0,0.3173,0
30,41107,0.1736,77,9,0,0.2639,0
35,71084,0.1028,92,4,0,0.1225,0
29,84513,0.2326,119,7,0,0.2867,0
36,32639,0.2314,152,6,0,0.7076,0
37,57928,0.2587,143,0,0,0.2875,0
40,56479,0.336,130,6,0,0.3571,0
34,46776,0.2606,121,7,1,0.3297,0
21,48026,0.3833,78,3,0,0.2496,1
38,67361,0.2239,78,1,0,0.3293,0
25,162530,0.3973,39,2,2,0.3275,0
31,155104,0.1014,100,4,0,0.3112,0
34,106101,0.3154,97,7,0,0.3158,0
30,48219,0.3315,64,1,0,0.3142,1
52,113956,0.3346,85,7,0,0.4702,1
30,74921,0.4814,107,2,1,0.3259,0
21,117621,0.3248,129,3,0,0.2834,1
30,30000,0.1882,69,7,1,0.2719,1
30,76684,0.3909,85,3,1,0.1994,0
24,59581,0.4966,27,4,1,0.2175,0
39,116179,0.2141,54,1,0,0.5685,0
44,59836,0.1986,90,6,0,0.378,1
25,224232,0.0569,70,5,1,0.3324,0
32,70757,0.7788,44,4,0,0.608,1
38,62227,0.8412,45,5,1,0.5139,1
48,102294,0.1212,0,3,0,0.1134,1
44,60255,0.2479,142,5,2,0.1138,0
56,52248,0.0835,118,4,2,0.3545,0
42,58838,0.4957,42,3,0,0.0671,0
24,42537,0.5755,102,4,2,0.2332,1
26,33987,0.5978,126,5,0,0.2242,0
37,42882,0.2473,0,1,0,0.1561,1
26,64560,0.3498,28,1,2,0.0131,0
54,79617,0.3968,144,3,2,0.2858,0
28,65268,0.2821,40,6,0,0.3123,1
41,71303,0.2348,69,4,1,0.3358,0
54,62777,0.3798,56,2,0,0.4227,0
38,98167,0.5093,137,7,0,0.3837,1
41,71662,0.5051,101,6,0,0.2261,1
33,43867,0.3736,65,2,0,0.577,1
28,83482,0.0687,109,3,0,0.3603,0
35,76442,0.4143,76,7,0,0.7016,0
53,67688,0.1127,98,5,1,0.0907,0
52,35544,0.7266,33,10,0,0.2953,1
37,48134,0.5576,39,4,0,0.3111,1
45,93578,0.4765,129,3,2,0.3697,0
29,71698,0.4213,165,4,1,0.7442,0
70,105565,0.133,48,11,0,0.5229,0
34,71483,0.4328,121,1,0,0.4945,0
48,81286,0.2346,24,2,0,0.1474,0
45,30000,0.2979,94,5,1,0.3776,0
42,38258,0.2113,45,5,2,0.2546,1
47,71115,0.2698,46,1,1,0.3565,0
41,51880,0.3447,55,4,2,0.5169,0
42,81906,0.4712,111,2,0,0.5089,1
42,113717,0.2261,96,8,0,0.2155,0
59,53326,0.6027,58,2,1,0.579,1
26,73256,0.4775,133,3,2,0.3146,0
29,104029,0.5333,95,1,1,0.1392,0
48,30000,0.1485,7,1,0,0.6387,1
40,68081,0.3389,45,2,1,0.4118,0
34,95158,0.5472,104,7,0,0.1364,0
39,83307,0.1473,26,1,0,0.2362,0
52,94002,0.4625,95,3,0,0.2654,0
53,71276,0.1998,50,5,0,0.1918,0
25,114686,0.3639,20,5,0,0.3834,0
43,47515,0.1845,58,1,0,0.1254,0
38,68220,0.3098,94,7,0,0.3584,0
44,55822,0.5051,83,9,0,0.2658,0
46,58122,0.8002,81,4,0,0.5915,1
35,53476,0.2638,45,3,0,0.7,1
42,74812,0.0665,47,1,0,0.3699,1
39,45850,0.149,76,6,0,0.2702,1
27,63399,0.3052,149,5,0,0.8019,1
21,90392,0.5968,51,6,2,0.3994,1
42,157926,0.3583,161,7,0,0.1381,0
33,147581,0.1722,36,2,0,0.2066,0
29,57877,0.3333,177,2,0,0.2126,0
31,94785,0.7107,158,4,1,0.2091,0
56,120977,0.1758,110,4,0,0.3757,1
35,93961,0.0639,26,6,0,0.3631,0
48,90386,0.5582,128,3,1,0.3378,0
21,48052,0.0927,26,3,0,0.3167,0
54,129810,0.1979,102,3,0,0.1853,0
47,31854,0.3806,102,4,1,0.313,1
36,96252,0.6279,68,4,0,0.1288,0
37,121005,0.3421,78,3,1,0.106,0
56,90389,0.0963,68,4,1,0.3242,0
41,79031,0.1907,38,6,0,0.3431,0
23,72069,0.8035,163,6,1,0.5631,0
34,83968,0.5099,125,2,0,0.503,0
39,100085,0.298,60,7,0,0.2578,1
29,43227,0.4115,68,3,0,0.155,0
44,86213,0.4028,51,7,2,0.1376,0
41,79001,0.6105,134,4,0,0.4052,0
62,137936,0.5351,91,3,1,0.0743,0
32,105792,0.3687,126,6,2,0.2371,0
47,40188,0.148,11,3,0,0.1214,1
70,153225,0.0999,57,6,0,0.6417,0
36,92584,0.0932,168,7,0,0.2107,0
43,110432,0.0549,75,2,0,0.2302,1
29,82028,0.1657,74,4,1,0.457,0
26,43866,0.5553,91,5,0,0.3086,1
45,56892,0.0602,48,3,0,0.5189,0
34,51074,0.6504,18,4,0,0.2742,0
54,50491,0.1893,65,2,0,0.1952,0
46,36274,0.5015,9,2,0,0.1334,1
47,114639,0.3392,74,2,0,0.6195,0
39,105234,0.6133,75,4,0,0.5008,1
36,42253,0.4379,21,4,0,0.4336,0
36,35829,0.3492,60,3,1,0.4387,1
21,216029,0.2529,52,4,0,0.6317,0
30,61190,0.5394,0,3,0,0.2877,0
32,82266,0.4276,69,7,0,0.438,1
41,44514,0.4665,210,1,0,0.4812,0
37,52706,0.3654,121,9,0,0.0563,1
30,64567,0.2002,100,4,1,0.2467,0
38,42045,0.6159,72,4,0,0.3044,1
21,68362,0.4577,73,4,0,0.4244,0
50,72981,0.238,0,3,0,0.1914,0
35,34104,0.3016,55,4,0,0.8386,0
27,78166,0.5633,84,4,0,0.6185,0
66,153109,0.4329,81,4,1,0.1922,0
28,69617,0.5971,65,2,0,0.2264,0
43,46002,0.2887,69,5,0,0.4276,1
49,76318,0.3282,53,4,1,0.3,0
21,30000,0.2523,35,3,0,0.4075,1
36,59962,0.4193,99,10,1,0.3418,1
21,116841,0.17,120,5,0,0.4669,0
36,46401,0.6213,108,4,0,0.5293,0
46,30000,0.241,45,3,1,0.619,1
27,72952,0.0678,138,6,0,0.2528,0
45,55803,0.1984,64,4,1,0.509,0
41,252425,0.3232,157,7,0,0.3716,0
35,68432,0.3807,66,5,2,0.7277,1
55,41245,0.5977,41,3,0,0.0648,1
40,87105,0.8353,80,6,1,0.1863,0
26,35973,0.1549,78,4,1,0.2189,0
21,107628,0.5803,112,2,0,0.2032,0
31,44354,0.8657,121,3,1,0.2623,1
24,108851,0.4652,113,4,0,0.2599,1
34,48854,0.2098,93,4,3,0.3639,1
49,48236,0.5051,91,6,1,0.2779,0
32,112539,0.7166,88,4,0,0.2385,0
42,57003,0.4955,9,2,0,0.3426,1
34,133730,0.0679,68,4,1,0.4465,0
53,87487,0.1917,67,2,1,0.6603,0
47,68638,0.1844,60,7,1,0.4623,0
21,115504,0.2719,68,3,2,0.4803,1
25,252015,0.2515,101,3,0,0.2197,0
60,64820,0.2979,4,3,1,0.1615,0
22,109580,0.4017,171,5,0,0.1902,0
34,75564,0.4786,93,3,1,0.3666,0
26,64065,0.648,9,4,0,0.2037,1
38,64891,0.1978,43,1,0,0.3178,1
33,45964,0.8996,7,3,0,0.3613,1
39,78183,0.1952,0,7,0,0.2918,0
31,30000,0.2294,79,5,0,0.5728,1
42,95237,0.4091,89,4,1,0.0999,0
36,81232,0.628,140,4,1,0.28,0
34,135553,0.2043,68,7,0,0.3297,0
35,73097,0.4733,51,7,0,0.2846,0
46,98317,0.8504,124,2,0,0.2196,0
30,81118,0.7996,116,4,0,0.289,0
41,33219,0.3645,62,1,1,0.3176,1
21,104037,0.4633,100,4,0,0.2363,0
34,81126,0.3045,102,3,1,0.2197,0
44,58116,0.3953,85,5,0,0.5789,0
35,140570,0.3789,120,4,0,0.2879,0
47,30681,0.3417,103,4,0,0.5141,1
41,47155,0.1497,71,4,0,0.4971,1
40,49617,0.1369,91,3,1,0.4675,1
48,44539,0.0749,83,8,1,0.3473,0
21,81186,0.6758,64,2,0,0.3552,1
38,30000,0.5477,95,5,0,0.3737,1
39,83215,0.1814,126,3,1,0.0398,0
48,136833,0.1358,110,5,1,0.4157,0
31,142708,0.4183,112,4,2,0.0956,0
36,71343,0.1822,50,5,0,0.3365,0
57,133009,0.1583,77,0,2,0.3253,0
42,132707,0.1912,120,4,0,0.1674,0
21,259201,0.4414,106,4,0,0.0601,0
54,43606,0.2268,51,8,1,0.3135,0
50,99740,0.3431,73,5,1,0.5209,0
36,104487,0.2016,0,2,1,0.0623,0
55,63357,0.7429,20,5,1,0.2499,1
33,44928,0.3093,48,3,0,0.7795,0
29,42982,0.5114,66,6,1,0.6807,1
59,38655,0.3909,136,3,1,0.0152,0
55,51512,0.6061,76,2,0,0.0178,1
30,128119,0.3381,55,5,0,0.3006,0
45,43520,0.1495,107,2,0,0.0519,0
37,146195,0.5151,80,3,0,0.4621,0
28,81502,0.2375,45,1,1,0.2429,1
50,211815,0.5115,47,6,0,0.1125,0
64,87556,0.2548,92,3,0,0.6924,0
51,66286,0.4879,5,3,0,0.1203,1
28,118354,0.42,25,2,1,0.5942,0
38,57627,0.3198,52,3,1,0.4943,0
43,112328,0.2002,96,2,0,0.4674,0
26,75691,0.2596,19,4,0,0.4335,1
41,60754,0.3689,0,7,0,0.2894,0
23,77981,0.4999,97,3,1,0.4046,0
51,54722,0.0325,31,4,0,0.3217,0
41,69951,0.0663,80,3,0,0.162,0
41,67686,0.1602,47,1,1,0.7062,0
54,56686,0.5598,140,2,1,0.1453,0
56,87073,0.292,85,4,2,0.4366,1
49,97344,0.4115,112,3,0,0.2607,0
21,74913,0.3279,74,3,0,0.3127,1
33,115495,0.5315,112,6,0,0.3688,0
40,46054,0.5024,112,3,0,0.3445,1
21,54061,0.2077,131,1,1,0.5183,0
43,144146,0.4982,32,7,0,0.3701,0
32,31637,0.4314,76,3,0,0.2994,0
21,42286,0.4538,139,3,1,0.2197,1
35,173211,0.1071,68,5,0,0.6385,0
42,130292,0.5927,115,8,0,0.4544,0
37,65883,0.1633,16,5,0,0.0896,0
47,157842,0.511,43,6,1,0.1168,0
42,94445,0.7243,127,5,1,0.7874,0
33,86380,0.5135,0,2,0,0.4841,0
49,68359,0.1976,80,3,0,0.122,0
21,154323,0.527,117,8,0,0.6123,0
33,67354,0.4461,149,4,0,0.4219,0
24,76236,0.2034,108,7,1,0.3556,1
36,96483,0.3102,90,4,0,0.1257,0
35,102458,0.2239,47,5,1,0.463,0
32,50082,0.4322,80,6,1,0.3611,1
38,49681,0.6618,54,6,0,0.065,0
40,67896,0.4755,70,5,0,0.1895,0
34,175667,0.2405,77,2,1,0.405,0
31,70565,0.1261,90,6,0,0.2925,0
41,54519,0.6889,100,5,0,0.7576,1
51,74980,0.1954,95,7,1,0.3787,0
47,41507,0.1159,106,2,0,0.7878,0
33,48291,0.393,84,3,0,0.4508,0
40,30000,0.351,93,5,0,0.2501,1
43,124251,0.5376,46,6,0,0.2922,0
45,38130,0.4706,160,3,1,0.6288,0
42,93062,0.2611,124,4,1,0.3299,0
49,43636,0.2953,93,6,1,0.2706,0
21,75879,0.5236,103,3,1,0.4843,0
37,52224,0.2989,43,1,0,0.6166,0
28,40265,0.4051,44,4,1,0.1701,1
35,41047,0.4595,11,5,0,0.5278,1
38,30000,0.4834,80,2,0,0.1983,0
40,42923,0.4853,32,8,1,0.0898,1
47,119614,0.5241,127,3,1,0.0838,0
44,111080,0.282,83,1,0,0.2023,0
21,122563,0.2563,167,5,0,0.2014,0
43,78802,0.3073,58,3,2,0.2925,1
41,68418,0.0795,81,3,0,0.4374,1
37,89238,0.3163,51,4,0,0.0619,0
42,63354,0.2721,84,6,0,0.2339,0
34,177034,0.5434,43,2,0,0.44,0
39,59860,0.4647,50,3,0,0.4032,0
32,55271,0.1463,108,5,0,0.4072,0
50,61564,0.25,77,1,1,0.6925,0
34,67705,0.5406,59,2,0,0.2346,0
21,38434,0.4295,45,4,2,0.5468,1
46,110478,0.5784,93,6,1,0.7256,0
23,37436,0.634,55,4,0,0.1768,0
32,152942,0.354,55,4,1,0.3992,0
61,56819,0.3916,101,4,0,0.1663,0
34,58449,0.3569,107,7,1,0.1821,1
42,34222,0.1617,101,7,2,0.4151,1
31,183305,0.3288,84,3,0,0.1036,0
40,44247,0.3143,81,1,1,0.277,0
25,106643,0.6306,107,1,0,0.3595,0
43,97986,0.2581,50,4,0,0.4459,0
34,108442,0.1905,120,4,0,0.3499,0
29,54844,0.4554,7,1,0,0.0759,1
38,90219,0.671,61,2,1,0.2804,0
24,75247,0.3984,87,4,0,0.7781,0
29,69138,0.3122,153,4,2,0.1996,0
31,81717,0.0886,95,2,1,0.4426,0
65,72627,0.5155,35,9,0,0.2649,0
42,50785,0.4557,20,6,0,0.5819,1
51,41354,0.39,61,1,0,0.574,1
43,45860,0.1597,55,4,0,0.5478,0
44,63187,0.3107,86,5,0,0.2541,1
39,54689,0.2925,69,1,1,0.3545,0
21,78317,0.4533,128,6,0,0.3688,0
23,52890,0.0568,157,2,0,0.4447,0
42,123792,0.6639,52,6,0,0.2412,0
38,48309,0.2377,75,7,0,0.6568,1
39,45664,0.3049,103,3,0,0.3502,0
43,39618,0.3772,93,6,2,0.2204,0
36,72147,0.2086,35,5,0,0.2839,1
27,50627,0.527,40,5,0,0.1327,0
45,142060,0.1792,119,1,1,0.0519,0
45,55500,0.6798,65,10,0,0.1595,1
26,41791,0.1479,130,5,0,0.4173,0
35,69938,0.5957,50,8,2,0.2068,1
45,132452,0.3457,78,7,0,0.2611,0
33,113880,0.2765,60,2,1,0.5086,0
25,146421,0.0947,90,1,3,0.3504,0
30,140748,0.2543,0,2,0,0.5161,0
42,115908,0.3875,104,4,0,0.1253,0
26,109443,0.5792,137,4,0,0.2482,0
36,148672,0.138,86,1,0,0.3967,0
38,38182,0.3962,33,4,0,0.4198,1
33,51511,0.6372,52,6,1,0.2785,0
29,113714,0.5818,8,2,0,0.328,1
36,30000,0.5298,40,5,2,0.7353,1
29,119301,0.597,130,3,0,0.0844,0
33,30000,0.231,73,4,0,0.1889,1
39,72281,0.2842,75,5,2,0.2834,0
36,91925,0.4307,107,3,0,0.4867,0
41,115860,0.1511,53,5,1,0.1208,0
35,130519,0.1737,97,7,2,0.4229,1
40,128730,0.2213,89,3,0,0.3505,0
45,61885,0.1588,104,5,0,0.2143,0
42,80043,0.1717,69,0,1,0.2428,1
34,65461,0.4215,3,1,0,0.5504,0
27,51129,0.449,29,1,0,0.4823,1
41,36893,0.1942,42,3,0,0.5085,1
34,79673,0.0558,73,4,0,0.2217,0
38,86875,0.9434,74,7,0,0.1055,0
22,30000,0.3403,129,1,1,0.1744,1
32,44835,0.2702,104,1,0,0.1344,0
52,133122,0.5004,47,1,1,0.1714,0
46,110104,0.4076,77,3,0,0.433,0
26,40504,0.3813,117,2,1,0.224,0
38,68099,0.1552,76,3,1,0.3168,0
46,42942,0.0544,65,4,0,0.2067,0
35,87794,0.4982,69,5,0,0.2526,0
30,75973,0.6242,63,2,1,0.4283,0
49,52749,0.0678,65,4,3,0.33,1
39,77561,0.3789,90,4,0,0.3347,0
27,82887,0.0478,111,2,0,0.1291,0
30,143237,0.0501,115,2,0,0.1552,0
33,69318,0.185,84,3,1,0.0968,0
33,135206,0.3874,87,2,1,0.2769,0
35,64536,0.0449,63,2,0,0.4369,0
32,34971,0.4993,97,2,0,0.3487,0
23,42256,0.3298,40,4,0,0.0926,1
52,55276,0.4241,105,6,0,0.313,0
43,123166,0.4448,50,3,1,0.1436,0
46,94040,0.5129,0,7,0,0.2935,0
31,71280,0.1587,77,3,0,0.3302,0
36,80751,0.385,64,3,0,0.1616,0
37,46939,0.2855,125,4,0,0.2598,0
21,57836,0.2151,24,3,2,0.5972,0
56,31079,0.3473,78,7,0,0.344,0
53,79968,0.0416,102,3,0,0.4873,0
38,30000,0.2308,108,1,0,0.2341,1
29,83009,0.0283,104,9,1,0.4403,0
35,30000,0.5636,91,9,0,0.4874,1
47,62014,0.2132,106,4,0,0.1496,0
53,73539,0.2847,90,1,1,0.1682,0
35,123015,0.5862,183,2,0,0.1989,0
34,46097,0.2625,47,6,1,0.1802,0
55,123289,0.6126,89,5,1,0.3961,0
23,46667,0.1601,71,2,0,0.473,0
28,88635,0.3114,0,1,0,0.2996,0
52,82174,0.261,96,4,0,0.1517,0
40,41296,0.1863,83,5,1,0.6825,1
47,138069,0.1213,84,6,0,0.3089,0
32,71712,0.2525,85,5,0,0.4514,0
42,46513,0.2865,64,7,1,0.2346,0
39,63992,0.3857,67,9,0,0.4604,1
30,121132,0.1961,105,6,1,0.5599,1
32,142341,0.5438,107,2,0,0.3448,0
23,81229,0.6776,92,0,0,0.2971,1
33,74232,0.0734,87,3,0,0.6912,0
46,204823,0.2976,7,4,1,0.2582,0
33,64398,0.2007,101,6,0,0.2467,0
21,159215,0.2225,63,4,0,0.5634,0
53,74965,0.3617,68,6,0,0.4208,0
53,91033,0.2565,92,8,0,0.4705,1
38,202817,0.3314,64,3,0,0.301,0
35,48071,0.4417,74,5,1,0.334,1
34,64244,0.2272,64,3,0,0.4335,1
35,59756,0.4487,61,5,1,0.5246,1
62,120734,0.1122,45,5,0,0.5253,0
43,85967,0.4168,83,4,0,0.0507,0
36,59244,0.3887,115,3,0,0.1849,0
62,83832,0.3893,60,5,0,0.6226,0
32,110393,0.1325,120,7,0,0.4798,0
46,82482,0.6548,91,1,0,0.6943,0
35,75932,0.4181,145,6,0,0.1048,0
43,67848,0.5564,64,2,1,0.1565,0
29,48437,0.5198,53,6,0,0.3091,1
42,110453,0.3597,118,4,1,0.165,0
26,94043,0.3459,165,7,0,0.1833,0
32,80107,0.4343,139,3,1,0.4876,0
55,55782,0.3523,112,5,0,0.3528,0
45,110465,0.3807,88,3,0,0.3473,0
34,61214,0.092,134,9,0,0.5864,0
45,102334,0.3853,92,3,1,0.1449,0
60,86179,0.2864,71,2,0,0.1763,0
33,239765,0.1072,88,7,0,0.0842,0
51,69729,0.0354,61,6,0,0.6853,0
21,67810,0.5356,21,4,0,0.7002,1
37,147247,0.4561,61,0,1,0.5362,0
42,42960,0.47,27,7,1,0.7397,1
50,53615,0.653,81,2,1,0.5223,0
28,30000,0.2766,60,5,1,0.3227,1
32,96509,0.0639,64,4,1,0.0335,0
40,39577,0.5544,78,8,1,0.223,1
22,76644,0.5556,126,7,0,0.2816,1
47,99076,0.3331,84,2,0,0.4973,0
41,52454,0.2994,130,0,0,0.2205,0
38,73253,0.2649,38,6,0,0.354,0
21,63377,0.5268,15,4,1,0.5096,0
38,40291,0.2427,125,3,1,0.4833,0
39,52059,0.0363,93,3,0,0.6501,1
44,77235,0.4983,110,5,0,0.3938,0
40,55038,0.0653,189,8,0,0.2905,0
32,30000,0.6567,86,4,0,0.0862,1
44,185096,0.4836,78,7,0,0.5846,0
44,121695,0.2417,52,5,0,0.1211,1
41,48670,0.4895,68,5,0,0.0977,1
41,61949,0.5251,77,4,0,0.237,1
52,87727,0.4642,41,5,1,0.0687,1
42,46900,0.2024,94,5,2,0.5096,0
47,146849,0.6696,6,1,0,0.1043,0
38,124691,0.3038,146,4,0,0.32,0
40,133696,0.6433,110,7,0,0.1246,0
31,49189,0.1207,66,7,0,0.2458,0
52,202223,0.3895,93,4,0,0.5384,0
27,33538,0.2048,55,1,1,0.6281,1
59,167042,0.2283,28,3,0,0.3156,0
40,52296,0.2495,71,3,1,0.5182,1
24,100902,0.6364,24,7,0,0.1098,1
41,71595,0.2292,101,1,1,0.3158,0
29,99304,0.4477,47,2,0,0.4895,1
28,93206,0.5699,101,9,0,0.4044,0
53,60643,0.1757,56,2,0,0.684,0
28,68105,0.3461,32,2,1,0.551,0
43,287977,0.1637,151,2,0,0.0961,0
45,68540,0.4057,53,4,0,0.3676,0
48,53326,0.328,44,4,0,0.5375,0
46,46639,0.2795,83,8,0,0.4695,0
48,84739,0.379,82,3,0,0.2773,0
36,30000,0.4028,140,2,0,0.1631,0
27,111647,0.799,115,4,4,0.3676,0
54,51056,0.3375,71,3,1,0.3196,0
43,73028,0.8512,115,6,0,0.3045,1
24,80041,0.4757,67,2,1,0.3924,1
29,80619,0.2564,165,2,1,0.5958,0
52,47536,0.1479,130,3,0,0.1603,0
